#Position file for Large PMT in CD     
#Updated by Yuning Su (suyn26 AT mail2.sysu.edu.cn) in 20250425.     
"#Have installed 17596 CD-LPMT  more detail in https://docs.ihep.ac.cn/link/AR573CA85D4A004CE8B5AC50662739AB3F"     
#CopyNo X Y Z Orientation_theta Orientation_phi
15338 -7166.09 11448.41 -13973.6 135.9743 122.0444
15339 -7612.79 11156.37 -13973.6 135.9743 124.3085
15340 -8047.59 10846.9 -13973.6 135.9743 126.5727
15341 -8469.83 10520.5 -13973.6 135.9743 128.8368
15342 -8878.85 10177.67 -13973.6 135.9743 131.101
15343 -9274 9818.954 -13973.6 135.9743 133.3651
15344 -9654.68 9444.904 -13973.6 135.9743 135.6293
15345 -10020.3 9056.106 -13973.6 135.9743 137.8935
15346 -10370.2 8653.169 -13973.6 135.9744 140.1575
15347 -10704 8236.72 -13973.6 135.9743 142.4217
15348 -11021 7807.411 -13973.6 135.9744 144.6858
15349 -11320.9 7365.913 -13973.6 135.9743 146.9501
15350 -11603 6912.913 -13973.6 135.9744 149.2141
15351 -11867.1 6449.119 -13973.6 135.9743 151.4783
15352 -12112.6 5975.256 -13973.6 135.9743 153.7425
15353 -12339.2 5492.063 -13973.6 135.9743 156.0066
15354 -12546.6 5000.295 -13973.6 135.9742 158.2708
15355 -12734.3 4500.72 -13973.6 135.9743 160.5349
15356 -12902.2 3994.117 -13973.6 135.9743 162.7991
15357 -13049.9 3481.278 -13973.6 135.9743 165.0632
15358 -13177.2 2963.003 -13973.6 135.9744 167.3273
15359 -13284 2440.102 -13973.6 135.9743 169.5915
15360 -13370 1913.391 -13973.6 135.9744 171.8557
15361 -13435.2 1383.692 -13973.6 135.9743 174.1198
15362 -13479.4 851.8328 -13973.6 135.9743 176.384
15363 -13502.5 318.6439 -13973.6 135.9743 178.6481
15364 -13118 -0.0002 -14338.7 137.5456 -180
15365 -13105.1 -580.253 -14338.7 137.5458 -177.4648
15366 -13066.7 -1159.37 -14338.7 137.5456 -174.9296
15367 -13002.6 -1736.22 -14338.7 137.5456 -172.3944
15368 -12913.1 -2309.66 -14338.7 137.5456 -169.8592
15369 -12798.3 -2878.59 -14338.7 137.5456 -167.324
15370 -12658.4 -3441.88 -14338.7 137.5457 -164.7888
15371 -12493.8 -3998.44 -14338.7 137.5456 -162.2536
15372 -12304.7 -4547.17 -14338.7 137.5456 -159.7183
15373 -12091.5 -5086.99 -14338.7 137.5456 -157.1831
15374 -11854.6 -5616.86 -14338.7 137.5457 -154.6478
15375 -11594.6 -6135.73 -14338.7 137.5456 -152.1127
15376 -11311.8 -6642.59 -14338.7 137.5457 -149.5774
15377 -11006.9 -7136.45 -14338.7 137.5457 -147.0422
15378 -10680.5 -7616.34 -14338.7 137.5457 -144.5071
15379 -10333.1 -8081.32 -14338.7 137.5457 -141.9717
15380 -9965.56 -8530.48 -14338.7 137.5457 -139.4366
15381 -9578.48 -8962.94 -14338.7 137.5457 -136.9014
15382 -9172.64 -9377.86 -14338.7 137.5457 -134.3662
15383 -8748.85 -9774.41 -14338.7 137.5457 -131.831
15384 -8307.93 -10151.8 -14338.7 137.5457 -129.2959
15385 -7850.75 -10509.4 -14338.7 137.5457 -126.7605
15386 -7378.2 -10846.4 -14338.7 137.5456 -124.2253
15387 -6891.21 -11162.1 -14338.7 137.5457 -121.6902
15388 -6390.73 -11456 -14338.7 137.5457 -119.155
15389 -5877.73 -11727.5 -14338.7 137.5456 -116.6197
15390 -5353.23 -11976 -14338.7 137.5457 -114.0845
15391 -4818.26 -12201.1 -14338.7 137.5456 -111.5492
15392 -4273.85 -12402.2 -14338.7 137.5458 -109.0142
15393 -3721.07 -12579.2 -14338.7 137.5456 -106.4788
15394 -3161.01 -12731.4 -14338.7 137.5458 -103.9437
15395 -2594.76 -12858.8 -14338.7 137.5457 -101.4084
15396 -2023.43 -12961 -14338.7 137.5457 -98.8732
15397 -1448.15 -13037.8 -14338.7 137.5457 -96.338
15398 -870.023 -13089.1 -14338.7 137.5457 -93.8028
15399 -290.196 -13114.8 -14338.7 137.5456 -91.2676
15400 290.1973 -13114.8 -14338.7 137.5456 -88.7324
15401 870.0235 -13089.1 -14338.7 137.5457 -86.1972
15402 1448.147 -13037.8 -14338.7 137.5457 -83.662
15403 2023.435 -12961 -14338.7 137.5457 -81.1268
15404 2594.762 -12858.8 -14338.7 137.5457 -78.5916
15405 3161.01 -12731.4 -14338.7 137.5458 -76.0563
15406 3721.07 -12579.2 -14338.7 137.5456 -73.5212
15407 4273.846 -12402.2 -14338.7 137.5458 -70.9859
15408 4818.257 -12201.1 -14338.7 137.5456 -68.4508
15409 5353.234 -11976 -14338.7 137.5457 -65.9155
15410 5877.733 -11727.5 -14338.7 137.5456 -63.3803
15411 6390.726 -11456 -14338.7 137.5457 -60.8451
15412 6891.209 -11162.1 -14338.7 137.5457 -58.3098
15413 7378.201 -10846.4 -14338.7 137.5456 -55.7747
15414 7850.751 -10509.4 -14338.7 137.5457 -53.2395
15415 8307.932 -10151.8 -14338.7 137.5457 -50.7041
15416 8748.85 -9774.41 -14338.7 137.5457 -48.169
15417 9172.642 -9377.86 -14338.7 137.5457 -45.6338
15418 9578.478 -8962.94 -14338.7 137.5457 -43.0986
15419 9965.565 -8530.48 -14338.7 137.5457 -40.5634
15420 10333.14 -8081.32 -14338.7 137.5457 -38.0282
15421 10680.49 -7616.34 -14338.7 137.5457 -35.493
15422 11006.94 -7136.45 -14338.7 137.5457 -32.9577
15423 11311.83 -6642.59 -14338.7 137.5457 -30.4225
15424 11594.58 -6135.73 -14338.7 137.5457 -27.8873
15425 11854.64 -5616.86 -14338.7 137.5457 -25.3521
15426 12091.49 -5086.99 -14338.7 137.5457 -22.8169
15427 12304.67 -4547.16 -14338.7 137.5457 -20.2817
15428 12493.76 -3998.44 -14338.7 137.5457 -17.7465
15429 12658.4 -3441.88 -14338.7 137.5457 -15.2112
15430 12798.25 -2878.59 -14338.7 137.5457 -12.6761
15431 12913.06 -2309.66 -14338.7 137.5457 -10.1408
15432 13002.58 -1736.22 -14338.7 137.5457 -7.6057
15433 13066.65 -1159.37 -14338.7 137.5457 -5.0704
15434 13105.15 -580.252 -14338.7 137.5457 -2.5352
15435 13117.99 0.0002 -14338.7 137.5457 0
15436 13105.15 580.2521 -14338.7 137.5457 2.5352
15437 13066.65 1159.369 -14338.7 137.5457 5.0704
15438 13002.58 1736.215 -14338.7 137.5457 7.6056
15439 12913.06 2309.663 -14338.7 137.5457 10.1408
15440 12798.25 2878.591 -14338.7 137.5457 12.6761
15441 12658.4 3441.882 -14338.7 137.5457 15.2113
15442 12493.76 3998.436 -14338.7 137.5457 17.7465
15443 12304.67 4547.165 -14338.7 137.5457 20.2817
15444 12091.49 5086.99 -14338.7 137.5457 22.8169
15445 11854.64 5616.858 -14338.7 137.5457 25.3521
15446 11594.58 6135.73 -14338.7 137.5457 27.8873
15447 11311.83 6642.593 -14338.7 137.5457 30.4225
15448 11006.93 7136.451 -14338.7 137.5457 32.9578
15449 10680.49 7616.34 -14338.7 137.5457 35.493
15450 10333.14 8081.319 -14338.7 137.5457 38.0282
15451 9965.564 8530.478 -14338.7 137.5457 40.5634
15452 9578.479 8962.939 -14338.7 137.5457 43.0986
15453 9172.643 9377.855 -14338.7 137.5457 45.6338
15454 8748.85 9774.413 -14338.7 137.5457 48.169
15455 8307.931 10151.84 -14338.7 137.5457 50.7042
15456 7850.749 10509.39 -14338.7 137.5457 53.2394
15457 7378.199 10846.37 -14338.7 137.5457 55.7747
15458 6891.208 11162.11 -14338.7 137.5457 58.3099
15459 6390.726 11456.01 -14338.7 137.5457 60.8451
15460 5877.733 11727.48 -14338.7 137.5457 63.3803
15461 5353.234 11975.99 -14338.7 137.5457 65.9155
15462 4818.257 12201.06 -14338.7 137.5457 68.4507
15463 4273.847 12402.25 -14338.7 137.5457 70.9859
15464 3721.071 12579.16 -14338.7 137.5457 73.5211
15465 3161.01 12731.44 -14338.7 137.5457 76.0563
15466 2594.762 12858.8 -14338.7 137.5457 78.5916
15467 2023.435 12960.99 -14338.7 137.5457 81.1268
15468 1448.146 13037.81 -14338.7 137.5457 83.662
15469 870.0231 13089.1 -14338.7 137.5457 86.1972
15470 290.1969 13114.77 -14338.7 137.5457 88.7324
15471 -290.197 13114.77 -14338.7 137.5457 91.2676
15472 -870.023 13089.1 -14338.7 137.5457 93.8028
15473 -1448.15 13037.81 -14338.7 137.5457 96.338
15474 -2023.43 12960.99 -14338.7 137.5457 98.8732
15475 -2594.76 12858.8 -14338.7 137.5457 101.4084
15476 -3161.01 12731.44 -14338.7 137.5457 103.9437
15477 -3721.07 12579.16 -14338.7 137.5457 106.4789
15478 -4273.85 12402.25 -14338.7 137.5457 109.0141
15479 -4818.26 12201.06 -14338.7 137.5457 111.5493
15480 -5353.23 11975.99 -14338.7 137.5457 114.0845
15481 -5877.73 11727.48 -14338.7 137.5457 116.6197
15482 -6390.73 11456.01 -14338.7 137.5457 119.1549
15483 -6891.21 11162.11 -14338.7 137.5457 121.6902
15484 -7378.2 10846.37 -14338.7 137.5457 124.2253
15485 -7850.75 10509.39 -14338.7 137.5457 126.7606
15486 -8307.93 10151.84 -14338.7 137.5457 129.2958
15487 -8748.85 9774.413 -14338.7 137.5457 131.831
15488 -9172.64 9377.855 -14338.7 137.5457 134.3662
15489 -9578.48 8962.94 -14338.7 137.5457 136.9014
15490 -9965.56 8530.478 -14338.7 137.5457 139.4366
15491 -10333.1 8081.317 -14338.7 137.5457 141.9717
15492 -10680.5 7616.338 -14338.7 137.5457 144.5071
15493 -11006.9 7136.449 -14338.7 137.5457 147.0422
15494 -11311.8 6642.592 -14338.7 137.5457 149.5774
15495 -11594.6 6135.73 -14338.7 137.5456 152.1127
15496 -11854.6 5616.858 -14338.7 137.5457 154.6478
15497 -12091.5 5086.99 -14338.7 137.5456 157.1831
15498 -12304.7 4547.164 -14338.7 137.5456 159.7184
15499 -12493.8 3998.437 -14338.7 137.5456 162.2536
15500 -12658.4 3441.882 -14338.7 137.5457 164.7887
15501 -12798.3 2878.59 -14338.7 137.5456 167.324
15502 -12913.1 2309.663 -14338.7 137.5456 169.8592
15503 -13002.6 1736.215 -14338.7 137.5456 172.3944
15504 -13066.7 1159.368 -14338.7 137.5456 174.9296
15505 -13105.1 580.2512 -14338.7 137.5458 177.4648
15506 -12779.7 -282.784 -14638.3 138.8711 -178.7324
15507 -12754.7 -847.797 -14638.3 138.871 -176.1972
15508 -12704.7 -1411.15 -14638.3 138.8711 -173.662
15509 -12629.9 -1971.74 -14638.3 138.8709 -171.1268
15510 -12530.3 -2528.47 -14638.3 138.871 -168.5916
15511 -12406.2 -3080.26 -14638.3 138.871 -166.0563
15512 -12257.8 -3626.01 -14638.3 138.871 -163.5211
15513 -12085.4 -4164.66 -14638.3 138.871 -160.9859
15514 -11889.4 -4695.16 -14638.3 138.8709 -158.4508
15515 -11670 -5216.47 -14638.3 138.8711 -155.9154
15516 -11427.9 -5727.57 -14638.3 138.871 -153.3803
15517 -11163.3 -6227.46 -14638.3 138.8711 -150.845
15518 -10877 -6715.16 -14638.3 138.8709 -148.31
15519 -10569.3 -7189.71 -14638.3 138.8709 -145.7747
15520 -10240.9 -7650.19 -14638.3 138.871 -143.2394
15521 -9892.49 -8095.69 -14638.3 138.871 -140.7042
15522 -9524.7 -8525.34 -14638.3 138.871 -138.169
15523 -9138.28 -8938.31 -14638.3 138.871 -135.6338
15524 -8733.96 -9333.77 -14638.3 138.871 -133.0986
15525 -8312.55 -9710.97 -14638.3 138.871 -130.5634
15526 -7874.86 -10069.2 -14638.3 138.8709 -128.028
15527 -7421.76 -10407.6 -14638.3 138.8711 -125.493
15528 -6954.13 -10725.7 -14638.3 138.8711 -122.9578
15529 -6472.89 -11022.8 -14638.3 138.8711 -120.4226
15530 -5978.98 -11298.4 -14638.3 138.8709 -117.8873
15531 -5473.36 -11551.8 -14638.3 138.871 -115.3521
15532 -4957.03 -11782.6 -14638.3 138.871 -112.8169
15533 -4431 -11990.3 -14638.3 138.871 -110.2817
15534 -3896.29 -12174.6 -14638.3 138.871 -107.7465
15535 -3353.95 -12335 -14638.3 138.871 -105.2113
15536 -2805.05 -12471.3 -14638.3 138.871 -102.676
15537 -2250.66 -12583.2 -14638.3 138.8709 -100.1408
15538 -1691.86 -12670.4 -14638.3 138.871 -97.6056
15539 -1129.75 -12732.8 -14638.3 138.8711 -95.0704
15540 -565.428 -12770.3 -14638.3 138.8711 -92.5352
15541 0.0002 -12782.9 -14638.3 138.8709 -90
15542 565.4286 -12770.3 -14638.3 138.8711 -87.4648
15543 1129.751 -12732.8 -14638.3 138.8711 -84.9296
15544 1691.86 -12670.4 -14638.3 138.871 -82.3944
15545 2250.658 -12583.2 -14638.3 138.8709 -79.8592
15546 2805.052 -12471.3 -14638.3 138.871 -77.3239
15547 3353.952 -12335 -14638.3 138.871 -74.7887
15548 3896.288 -12174.6 -14638.3 138.871 -72.2536
15549 4430.998 -11990.3 -14638.3 138.871 -69.7183
15550 4957.032 -11782.6 -14638.3 138.871 -67.1831
15551 5473.363 -11551.8 -14638.3 138.871 -64.6479
15552 5978.98 -11298.4 -14638.3 138.8709 -62.1127
15553 6472.894 -11022.8 -14638.3 138.8711 -59.5774
15554 6954.135 -10725.7 -14638.3 138.8711 -57.0422
15555 7421.764 -10407.6 -14638.3 138.8711 -54.507
15556 7874.864 -10069.2 -14638.3 138.8709 -51.9719
15557 8312.549 -9710.97 -14638.3 138.871 -49.4366
15558 8733.962 -9333.78 -14638.3 138.871 -46.9014
15559 9138.277 -8938.31 -14638.3 138.871 -44.3662
15560 9524.705 -8525.34 -14638.3 138.871 -41.831
15561 9892.487 -8095.69 -14638.3 138.871 -39.2958
15562 10240.9 -7650.18 -14638.3 138.871 -36.7605
15563 10569.27 -7189.71 -14638.3 138.871 -34.2254
15564 10876.95 -6715.16 -14638.3 138.871 -31.6902
15565 11163.34 -6227.46 -14638.3 138.871 -29.1549
15566 11427.88 -5727.57 -14638.3 138.871 -26.6197
15567 11670.04 -5216.47 -14638.3 138.871 -24.0845
15568 11889.36 -4695.16 -14638.3 138.871 -21.5493
15569 12085.41 -4164.66 -14638.3 138.871 -19.0141
15570 12257.79 -3626.01 -14638.3 138.871 -16.4789
15571 12406.19 -3080.26 -14638.3 138.871 -13.9437
15572 12530.29 -2528.47 -14638.3 138.871 -11.4084
15573 12629.87 -1971.74 -14638.3 138.871 -8.8732
15574 12704.73 -1411.15 -14638.3 138.871 -6.338
15575 12754.71 -847.796 -14638.3 138.871 -3.8028
15576 12779.73 -282.783 -14638.3 138.871 -1.2676
15577 12779.73 282.7834 -14638.3 138.871 1.2676
15578 12754.71 847.7966 -14638.3 138.871 3.8028
15579 12704.73 1411.151 -14638.3 138.871 6.338
15580 12629.87 1971.741 -14638.3 138.871 8.8732
15581 12530.29 2528.473 -14638.3 138.871 11.4085
15582 12406.19 3080.255 -14638.3 138.871 13.9437
15583 12257.79 3626.007 -14638.3 138.871 16.4789
15584 12085.41 4164.661 -14638.3 138.871 19.0141
15585 11889.36 4695.164 -14638.3 138.871 21.5493
15586 11670.04 5216.474 -14638.3 138.871 24.0845
15587 11427.88 5727.573 -14638.3 138.871 26.6197
15588 11163.34 6227.461 -14638.3 138.871 29.1549
15589 10876.95 6715.158 -14638.3 138.871 31.6901
15590 10569.27 7189.709 -14638.3 138.871 34.2254
15591 10240.9 7650.186 -14638.3 138.871 36.7606
15592 9892.486 8095.688 -14638.3 138.871 39.2958
15593 9524.705 8525.341 -14638.3 138.871 41.831
15594 9138.278 8938.307 -14638.3 138.871 44.3662
15595 8733.963 9333.775 -14638.3 138.871 46.9014
15596 8312.549 9710.972 -14638.3 138.871 49.4366
15597 7874.863 10069.16 -14638.3 138.871 51.9718
15598 7421.762 10407.64 -14638.3 138.871 54.5071
15599 6954.133 10725.74 -14638.3 138.871 57.0423
15600 6472.893 11022.84 -14638.3 138.871 59.5775
15601 5978.98 11298.37 -14638.3 138.871 62.1127
15602 5473.363 11551.79 -14638.3 138.871 64.6479
15603 4957.032 11782.58 -14638.3 138.871 67.1831
15604 4430.997 11990.32 -14638.3 138.871 69.7183
15605 3896.288 12174.58 -14638.3 138.871 72.2535
15606 3353.952 12335.01 -14638.3 138.871 74.7887
15607 2805.051 12471.29 -14638.3 138.871 77.3239
15608 2250.658 12583.16 -14638.3 138.871 79.8592
15609 1691.86 12670.4 -14638.3 138.871 82.3944
15610 1129.75 12732.84 -14638.3 138.871 84.9296
15611 565.4282 12770.35 -14638.3 138.871 87.4648
15612 -0.0002 12782.86 -14638.3 138.871 90
15613 -565.428 12770.35 -14638.3 138.871 92.5352
15614 -1129.75 12732.84 -14638.3 138.871 95.0704
15615 -1691.86 12670.4 -14638.3 138.871 97.6056
15616 -2250.66 12583.16 -14638.3 138.871 100.1409
15617 -2805.05 12471.29 -14638.3 138.871 102.6761
15618 -3353.95 12335.01 -14638.3 138.871 105.2113
15619 -3896.29 12174.58 -14638.3 138.871 107.7465
15620 -4431 11990.32 -14638.3 138.871 110.2817
15621 -4957.03 11782.58 -14638.3 138.871 112.8169
15622 -5473.36 11551.78 -14638.3 138.871 115.3521
15623 -5978.98 11298.37 -14638.3 138.871 117.8873
15624 -6472.89 11022.84 -14638.3 138.871 120.4225
15625 -6954.13 10725.74 -14638.3 138.871 122.9577
15626 -7421.76 10407.63 -14638.3 138.871 125.493
15627 -7874.86 10069.16 -14638.3 138.871 128.0282
15628 -8312.55 9710.972 -14638.3 138.871 130.5634
15629 -8733.96 9333.775 -14638.3 138.871 133.0986
15630 -9138.28 8938.307 -14638.3 138.871 135.6338
15631 -9524.7 8525.341 -14638.3 138.871 138.169
15632 -9892.49 8095.687 -14638.3 138.871 140.7042
15633 -10240.9 7650.184 -14638.3 138.871 143.2394
15634 -10569.3 7189.707 -14638.3 138.8709 145.7747
15635 -10877 6715.157 -14638.3 138.8709 148.31
15636 -11163.3 6227.46 -14638.3 138.8711 150.845
15637 -11427.9 5727.573 -14638.3 138.8709 153.3803
15638 -11670 5216.473 -14638.3 138.8711 155.9154
15639 -11889.4 4695.163 -14638.3 138.8709 158.4508
15640 -12085.4 4164.661 -14638.3 138.871 160.9859
15641 -12257.8 3626.007 -14638.3 138.871 163.5211
15642 -12406.2 3080.255 -14638.3 138.871 166.0564
15643 -12530.3 2528.473 -14638.3 138.871 168.5916
15644 -12629.9 1971.741 -14638.3 138.8709 171.1268
15645 -12704.7 1411.15 -14638.3 138.8711 173.662
15646 -12754.7 847.7958 -14638.3 138.871 176.1972
15647 -12779.7 282.7825 -14638.3 138.8711 178.7324
15648 -12437.3 -0.0002 -14933 140.21 -180
15649 -12425.1 -550.142 -14933 140.21 -177.4648
15650 -12327.9 -1646.12 -14933 140.2099 -172.3944
15651 -12243 -2189.81 -14933 140.21 -169.8592
15652 -12134.1 -2729.22 -14933 140.2101 -167.3239
15653 -12001.5 -3263.28 -14933 140.2101 -164.7887
15654 -11666.2 -4311.21 -14933 140.21 -159.7184
15655 -11464 -4823.02 -14933 140.2101 -157.183
15656 -11239.5 -5325.39 -14933 140.21 -154.6479
15657 -10992.9 -5817.34 -14933 140.2101 -152.1126
15658 -10435.8 -6766.13 -14933 140.21 -147.0423
15659 -10126.3 -7221.12 -14933 140.21 -144.5071
15660 -9796.95 -7661.97 -14933 140.21 -141.9719
15661 -9448.44 -8087.82 -14933 140.21 -139.4366
15662 -8696.67 -8891.23 -14933 140.21 -134.3662
15663 -8294.86 -9267.21 -14933 140.21 -131.831
15664 -7876.83 -9625.05 -14933 140.21 -129.2958
15665 -6995.34 -10283.5 -14933 140.2101 -124.2255
15666 -6533.62 -10582.9 -14933 140.21 -121.6902
15667 -6059.11 -10861.5 -14933 140.2101 -119.1551
15668 -5572.73 -11118.9 -14933 140.2101 -116.6198
15669 -4568.23 -11567.9 -14933 140.2101 -111.5493
15670 -4052.07 -11758.7 -14933 140.21 -109.014
15671 -3527.98 -11926.4 -14933 140.2101 -106.4789
15672 -2996.98 -12070.8 -14933 140.21 -103.9436
15673 -1918.44 -12288.4 -14933 140.2101 -98.8733
15674 -1373 -12361.3 -14933 140.2099 -96.338
15675 -824.877 -12409.9 -14933 140.21 -93.8028
15676 -275.139 -12434.2 -14933 140.2101 -91.2676
15677 275.1378 -12434.2 -14933 140.2101 -88.7324
15678 824.8763 -12409.9 -14933 140.21 -86.1972
15679 1373.001 -12361.3 -14933 140.2099 -83.662
15680 1918.436 -12288.4 -14933 140.2101 -81.1267
15681 2996.982 -12070.8 -14933 140.21 -76.0564
15682 3527.98 -11926.4 -14933 140.2101 -73.5211
15683 4052.072 -11758.7 -14933 140.21 -70.9859
15684 4568.232 -11567.9 -14933 140.2101 -68.4506
15685 5572.731 -11118.9 -14933 140.2101 -63.3802
15686 6059.105 -10861.5 -14933 140.2101 -60.845
15687 6533.617 -10582.9 -14933 140.21 -58.3099
15688 6995.339 -10283.5 -14933 140.2101 -55.7745
15689 7876.825 -9625.05 -14933 140.21 -50.7042
15690 8294.863 -9267.21 -14933 140.21 -48.169
15691 8696.664 -8891.23 -14933 140.21 -45.6338
15692 9448.442 -8087.82 -14933 140.21 -40.5634
15693 9796.946 -7661.97 -14933 140.21 -38.0282
15694 10126.27 -7221.12 -14933 140.21 -35.493
15695 10435.77 -6766.13 -14933 140.21 -32.9577
15696 10992.93 -5817.34 -14933 140.21 -27.8873
15697 11239.49 -5325.4 -14933 140.21 -25.3521
15698 11464.05 -4823.02 -14933 140.21 -22.8169
15699 11666.17 -4311.21 -14933 140.21 -20.2817
15700 12001.54 -3263.28 -14933 140.21 -15.2113
15701 12134.14 -2729.22 -14933 140.21 -12.6761
15702 12242.98 -2189.81 -14933 140.21 -10.1408
15703 12327.86 -1646.12 -14933 140.21 -7.6056
15704 12425.11 -550.143 -14933 140.21 -2.5352
15705 12437.28 0.0002 -14933 140.21 0
15706 12425.11 550.1414 -14933 140.21 2.5352
15707 12327.86 1646.121 -14933 140.21 7.6056
15708 12242.98 2189.812 -14933 140.21 10.1408
15709 12134.14 2729.218 -14933 140.21 12.6761
15710 12001.54 3263.279 -14933 140.21 15.2113
15711 11666.17 4311.208 -14933 140.21 20.2817
15712 11464.05 4823.021 -14933 140.21 22.8169
15713 11239.49 5325.393 -14933 140.21 25.3521
15714 10992.93 5817.341 -14933 140.21 27.8873
15715 10435.77 6766.133 -14933 140.21 32.9578
15716 10126.27 7221.12 -14933 140.21 35.493
15717 9796.946 7661.971 -14933 140.21 38.0282
15718 9448.442 8087.823 -14933 140.21 40.5634
15719 8696.666 8891.228 -14933 140.21 45.6338
15720 8294.864 9267.209 -14933 140.21 48.169
15721 7876.825 9625.049 -14933 140.21 50.7042
15722 6995.338 10283.54 -14933 140.21 55.7747
15723 6533.617 10582.9 -14933 140.21 58.3099
15724 6059.105 10861.55 -14933 140.21 60.8451
15725 5572.732 11118.93 -14933 140.21 63.3803
15726 4568.233 11567.94 -14933 140.21 68.4507
15727 4052.073 11758.68 -14933 140.21 70.9859
15728 3527.981 11926.41 -14933 140.21 73.5211
15729 2996.983 12070.79 -14933 140.21 76.0563
15730 1918.437 12288.43 -14933 140.21 81.1268
15731 1373.001 12361.26 -14933 140.21 83.662
15732 824.8768 12409.9 -14933 140.21 86.1972
15733 275.1383 12434.24 -14933 140.21 88.7324
15734 -275.138 12434.24 -14933 140.21 91.2676
15735 -824.877 12409.9 -14933 140.21 93.8028
15736 -1373 12361.26 -14933 140.21 96.338
15737 -1918.44 12288.43 -14933 140.21 98.8733
15738 -2996.98 12070.79 -14933 140.21 103.9437
15739 -3527.98 11926.41 -14933 140.21 106.4789
15740 -4052.07 11758.68 -14933 140.21 109.0141
15741 -4568.23 11567.94 -14933 140.21 111.5493
15742 -5572.73 11118.93 -14933 140.21 116.6197
15743 -6059.11 10861.55 -14933 140.21 119.1549
15744 -6533.62 10582.9 -14933 140.21 121.6902
15745 -6995.34 10283.54 -14933 140.21 124.2254
15746 -7876.83 9625.049 -14933 140.21 129.2958
15747 -8294.86 9267.211 -14933 140.21 131.831
15748 -8696.66 8891.23 -14933 140.21 134.3662
15749 -9448.44 8087.824 -14933 140.21 139.4366
15750 -9796.95 7661.971 -14933 140.21 141.9718
15751 -10126.3 7221.12 -14933 140.21 144.5071
15752 -10435.8 6766.133 -14933 140.21 147.0423
15753 -10992.9 5817.343 -14933 140.2101 152.1126
15754 -11239.5 5325.395 -14933 140.21 154.6479
15755 -11464 4823.022 -14933 140.2101 157.183
15756 -11666.2 4311.208 -14933 140.21 159.7184
15757 -12001.5 3263.281 -14933 140.2101 164.7887
15758 -12134.1 2729.218 -14933 140.2101 167.3239
15759 -12243 2189.813 -14933 140.21 169.8592
15760 -12327.9 1646.122 -14933 140.2099 172.3944
15761 -12425.1 550.1424 -14933 140.21 177.4648
15762 -12078.3 -267.261 -15222.5 141.5629 -178.7324
15763 -12054.6 -801.262 -15222.5 141.563 -176.1972
15764 -12007.4 -1333.69 -15222.5 141.5629 -173.662
15765 -11936.6 -1863.52 -15222.5 141.5631 -171.1267
15766 -11842.5 -2389.69 -15222.5 141.563 -168.5915
15767 -11725.2 -2911.19 -15222.5 141.563 -166.0563
15768 -11585 -3426.98 -15222.5 141.5629 -163.5212
15769 -11422.1 -3936.07 -15222.5 141.5629 -160.986
15770 -11236.8 -4437.45 -15222.5 141.5629 -158.4508
15771 -11029.5 -4930.15 -15222.5 141.563 -155.9155
15772 -10800.6 -5413.2 -15222.5 141.563 -153.3802
15773 -10550.6 -5885.65 -15222.5 141.563 -150.845
15774 -10279.9 -6346.57 -15222.5 141.5631 -148.3098
15775 -9989.15 -6795.08 -15222.5 141.563 -145.7747
15776 -9678.8 -7230.28 -15222.5 141.563 -143.2394
15777 -9349.51 -7651.33 -15222.5 141.563 -140.7042
15778 -9001.91 -8057.4 -15222.5 141.563 -138.169
15779 -8636.69 -8447.7 -15222.5 141.563 -135.6338
15780 -8254.57 -8821.46 -15222.5 141.563 -133.0986
15781 -7856.29 -9177.95 -15222.5 141.563 -130.5634
15782 -7442.63 -9516.48 -15222.5 141.563 -128.0282
15783 -7014.4 -9836.38 -15222.5 141.563 -125.493
15784 -6572.43 -10137 -15222.5 141.563 -122.9578
15785 -6117.61 -10417.8 -15222.5 141.563 -120.4226
15786 -5650.81 -10678.2 -15222.5 141.563 -117.8874
15787 -5172.94 -10917.7 -15222.5 141.563 -115.3522
15788 -4684.95 -11135.9 -15222.5 141.5629 -112.8168
15789 -4187.79 -11332.2 -15222.5 141.563 -110.2817
15790 -3682.43 -11506.3 -15222.5 141.5631 -107.7465
15791 -3169.86 -11658 -15222.5 141.5629 -105.2112
15792 -2651.09 -11786.8 -15222.5 141.5629 -102.676
15793 -2127.12 -11892.5 -15222.5 141.563 -100.1408
15794 -1599 -11974.9 -15222.5 141.5631 -97.6057
15795 -1067.74 -12034 -15222.5 141.5629 -95.0704
15796 -534.393 -12069.4 -15222.5 141.563 -92.5352
15797 0.0002 -12081.2 -15222.5 141.563 -90
15798 534.3923 -12069.4 -15222.5 141.563 -87.4648
15799 1067.74 -12034 -15222.5 141.5629 -84.9296
15800 1598.996 -11974.9 -15222.5 141.5631 -82.3943
15801 2127.123 -11892.5 -15222.5 141.563 -79.8592
15802 2651.087 -11786.8 -15222.5 141.5629 -77.324
15803 3169.859 -11658 -15222.5 141.5629 -74.7888
15804 3682.427 -11506.3 -15222.5 141.5631 -72.2535
15805 4187.788 -11332.2 -15222.5 141.563 -69.7183
15806 4684.949 -11135.9 -15222.5 141.5629 -67.1832
15807 5172.94 -10917.7 -15222.5 141.563 -64.6478
15808 5650.804 -10678.2 -15222.5 141.563 -62.1126
15809 6117.607 -10417.8 -15222.5 141.563 -59.5774
