PMTID_sim Type X Y Z Theta Phi PMTID RelativeDEV Gain TimeOffset DarkRateV MeanGain
203 HighQENNVT 269.7306 -4545.1415 18893.1017 13.5496 -86.6038 326164992 0.276001 0.964079 7.55008 9168.95 1.10744
204 HighQENNVT 805.4056 -4481.3377 18893.1017 13.5496 -79.8113 326169088 0.241568 0.952828 10.4031 19918.7 1.09726
205 Hamamatsu 1329.7745 -4354.6257 18893.1017 13.5496 -73.0189 326172928 0.243739 0.966915 -24.2129 7096.96 1.01616
206 HighQENNVT 1835.4763 -4166.7844 18893.1017 13.5496 -66.2264 326177280 0.259574 0.951926 13.3621 11024.0 1.10786
207 Hamamatsu 2315.4122 -3920.4505 18893.1017 13.5496 -59.434 326181120 0.233684 0.972079 -31.5639 6621.71 1.01687
208 HighQENNVT 2762.8445 -3619.0822 18893.1017 13.5496 -52.6415 326185472 0.240314 0.962546 16.3361 18863.8 1.09998
209 HighQENNVT 3171.4926 -3266.9098 18893.1017 13.5496 -45.8491 326189568 0.26184 0.978154 9.09909 12323.0 1.11263
210 HighQENNVT 3535.6202 -2868.877 18893.1017 13.5496 -39.0566 326193664 0.255211 0.964588 11.7611 18148.3 1.10017
211 HighQENNVT 3850.1153 -2430.5715 18893.1017 13.5496 -32.2642 326197760 0.255784 0.990029 9.90207 18513.6 1.10025
212 HighQENNVT 4110.5631 -1958.1461 18893.1017 13.5496 -25.4717 326201856 0.253063 0.952311 13.6741 16282.7 1.09893
213 HighQENNVT 4313.3075 -1458.233 18893.1017 13.5496 -18.6792 326205952 0.266592 0.97888 8.06506 17012.2 1.10766
214 Hamamatsu 4455.5027 -937.8493 18893.1017 13.5496 -11.8868 326209792 0.251436 0.965204 -31.1309 6972.97 1.01137
215 HighQENNVT 4535.1524 -404.2999 18893.1017 13.5496 -5.0943 326214144 0.231574 0.989539 9.15109 15907.0 1.10701
216 HighQENNVT 4551.1384 134.9242 18893.1017 13.5496 1.6981 326218240 0.274077 0.95922 11.4951 19126.2 1.10319
217 HighQENNVT 4503.2365 672.2548 18893.1017 13.5496 8.4906 326222336 0.254679 0.990384 9.00906 15096.4 1.09502
218 HighQENNVT 4392.119 1200.1482 18893.1017 13.5496 15.283 326226432 0.253868 0.974498 9.06909 17869.6 1.10037
219 HighQENNVT 4219.3457 1711.1944 18893.1017 13.5496 22.0755 326230528 0.273363 0.968492 8.60309 13459.0 1.1123
220 HighQENNVT 3987.3421 2198.219 18893.1017 13.5496 28.8679 326234624 0.257144 0.955877 9.80508 15198.9 1.09868
221 Hamamatsu 3699.3648 2654.3857 18893.1017 13.5496 35.6604 326238464 0.22886 0.953103 -29.5339 5591.18 1.02332
222 HighQENNVT 3359.4568 3073.2902 18893.1017 13.5496 42.4528 326242816 0.245378 0.971422 12.0991 14741.1 1.1015
223 Hamamatsu 2972.389 3449.0529 18893.1017 13.5496 49.2453 326246656 0.23602 0.97064 -29.8619 7775.3 1.01208
224 HighQENNVT 2543.5956 3776.3982 18893.1018 13.5496 56.0377 326251008 0.260194 0.96622 12.2751 18299.9 1.1014
225 HighQENNVT 2079.0958 4050.7311 18893.1018 13.5496 62.8302 326255104 0.243627 0.94767 13.0191 19835.1 1.10517
226 HighQENNVT 1585.41 4268.2007 18893.1017 13.5496 69.6226 326259200 0.285379 0.973312 13.2521 18974.4 1.10071
227 HighQENNVT 1069.4684 4425.7542 18893.1017 13.5496 76.4151 326263296 0.26006 0.965838 13.7731 17271.0 1.10117
228 Hamamatsu 538.5138 4521.1798 18893.1017 13.5496 83.2076 326267136 0.237044 0.977914 -20.8879 7434.46 1.01403
229 HighQENNVT 0.0 4553.138 18893.1017 13.5496 90.0 326271488 0.239401 0.987083 9.85709 17735.7 1.09961
230 Hamamatsu -538.5141 4521.1799 18893.1017 13.5496 96.7925 326275328 0.240746 0.972109 -27.8729 5859.62 1.01699
231 HighQENNVT -1069.4686 4425.7544 18893.1017 13.5496 103.5849 326279680 0.270988 0.955418 10.8131 18226.6 1.10776
232 HighQENNVT -1585.41 4268.2011 18893.1017 13.5496 110.3774 326283776 0.25327 0.969332 8.35709 15862.2 1.10885
233 HighQENNVT -2079.0957 4050.7316 18893.1017 13.5496 117.1698 326287872 0.232605 0.958349 9.79407 16725.2 1.09959
234 HighQENNVT -2543.5957 3776.3986 18893.1017 13.5496 123.9623 326291968 0.242123 0.989679 9.10809 18764.9 1.10597
235 Hamamatsu -2972.389 3449.0534 18893.1017 13.5496 130.7547 326295808 0.247642 0.966525 -26.0609 6233.75 1.01556
236 HighQENNVT -3359.4565 3073.2909 18893.1017 13.5496 137.5472 326300160 0.222267 0.978591 12.0441 2774.62 1.12536
237 Hamamatsu -3699.3648 2654.386 18893.1017 13.5496 144.3396 326304000 0.249885 0.973342 -27.9309 6907.38 1.01305
238 HighQENNVT -3987.3421 2198.2193 18893.1017 13.5496 151.1321 326308352 0.247339 0.971729 10.4301 19570.2 1.1014
239 HighQENNVT -4219.3456 1711.1949 18893.1017 13.5496 157.9245 326312448 0.26908 0.956763 13.4171 17956.2 1.10356
240 HighQENNVT -4392.1189 1200.1487 18893.1017 13.5496 164.717 326316544 0.238629 0.966692 7.99509 13592.3 1.10932
241 HighQENNVT -4503.2365 672.2551 18893.1017 13.5496 171.5094 326320640 0.265465 0.972995 8.66708 15521.8 1.10162
242 HighQENNVT -4551.1384 134.9244 18893.1017 13.5496 178.3019 326324736 0.259938 0.970414 14.0511 15917.7 1.10077
243 Hamamatsu -5067.7294 -134.9535 18761.137 15.121 -178.4746 325062912 0.245536 0.978643 -26.6329 7755.06 1.01529
244 HighQENNVT -5024.675 -672.8558 18761.137 15.121 -172.3729 325067264 0.248834 0.951839 13.4471 19698.4 1.09495
245 Hamamatsu -4924.689 -1203.1341 18761.137 15.121 -166.2712 325071104 0.252063 0.970357 -33.2509 7786.46 1.01706
246 HighQENNVT -4768.9044 -1719.7803 18761.137 15.121 -160.1695 325075456 0.242168 0.937925 12.7891 15306.8 1.11651
247 HighQENNVT -4559.0862 -2216.9408 18761.137 15.121 -154.0678 325079552 0.253218 0.987542 6.09607 18125.2 1.11561
248 HighQENNVT -4297.6116 -2688.9827 18761.137 15.121 -147.9661 325083648 0.268777 0.962962 9.10406 19527.5 1.09997
249 HighQENNVT -3987.4434 -3130.5572 18761.137 15.121 -141.8644 325087744 0.253962 0.962023 11.7001 14625.4 1.10385
250 HighQENNVT -3632.096 -3536.6611 18761.137 15.121 -135.7627 325091840 0.240418 0.960615 15.3341 14764.1 1.1021
251 HighQENNVT -3235.5953 -3902.6935 18761.137 15.121 -129.661 325095936 0.259776 0.964392 12.0901 19062.5 1.10458
252 HighQENNVT -2802.4339 -4224.5068 18761.137 15.121 -123.5593 325100032 0.255861 0.97583 7.94006 18649.7 1.10221
253 HighQENNVT -2337.5202 -4498.4545 18761.137 15.121 -117.4576 325104128 0.277417 0.96308 8.16107 17333.2 1.10884
254 HighQENNVT -1846.1213 -4721.433 18761.137 15.121 -111.3559 325108224 0.247662 0.982087 5.89307 19482.1 1.10594
255 HighQENNVT -1333.805 -4890.9158 18761.137 15.121 -105.2542 325112320 0.244441 0.95538 11.6901 18115.4 1.11893
256 HighQENNVT -806.3762 -5004.9826 18761.137 15.121 -99.1525 325116416 0.256561 0.975195 16.3081 14273.7 1.10348
257 HighQENNVT -269.8107 -5062.3409 18761.137 15.121 -93.0508 325120512 0.24796 0.98793 15.2211 15178.7 1.11235
258 HighQENNVT 269.8113 -5062.3409 18761.137 15.121 -86.9492 325124608 0.261192 0.969032 5.77206 15572.4 1.1086
259 HighQENNVT 806.3765 -5004.9825 18761.137 15.121 -80.8475 325128704 0.235462 0.963624 10.6231 12957.3 1.09885
260 HighQENNVT 1333.8051 -4890.9158 18761.137 15.121 -74.7458 325132800 0.264413 0.975195 7.90607 18333.1 1.09186
261 HighQENNVT 1846.1214 -4721.4329 18761.137 15.121 -68.6441 325136896 0.281653 0.969736 12.8651 15180.7 1.10524
262 HighQENNVT 2337.5203 -4498.4544 18761.137 15.121 -62.5424 325140992 0.240142 0.990947 9.80807 11488.3 1.11453
263 HighQENNVT 2802.4344 -4224.5065 18761.137 15.121 -56.4407 325145088 0.247571 0.956768 11.0401 20034.9 1.10473
264 HighQENNVT 3235.5953 -3902.6934 18761.137 15.121 -50.339 325149184 0.256667 0.986516 8.51508 16099.8 1.10072
265 HighQENNVT 3632.0959 -3536.6612 18761.137 15.121 -44.2373 325153280 0.24356 0.973479 10.7291 17014.0 1.11541
266 HighQENNVT 3987.4437 -3130.5569 18761.137 15.121 -38.1356 325157376 0.262748 0.963442 11.2521 11077.1 1.11011
267 NNVT 4297.6118 -2688.9824 18761.137 15.121 -32.0339 325161472 0.268065 0.985523 6.42609 17353.9 1.1167
268 HighQENNVT 4559.0862 -2216.9407 18761.137 15.121 -25.9322 325165568 0.26354 0.965622 13.1621 15167.6 1.09831
269 HighQENNVT 4768.9045 -1719.7801 18761.137 15.121 -19.8305 325169664 0.285668 0.968852 9.44006 12507.8 1.09783
270 Hamamatsu 4924.6891 -1203.1337 18761.137 15.121 -13.7288 325173504 0.241559 0.953502 -31.8489 7025.72 1.01399
271 HighQENNVT 5024.675 -672.8552 18761.137 15.121 -7.6271 325177856 0.256257 0.969747 9.58908 19063.9 1.09542
272 Hamamatsu 5067.7294 -134.9528 18761.137 15.121 -1.5254 325181696 0.234703 0.969832 -29.2409 6617.02 1.01501
273 HighQENNVT 5053.3643 404.4776 18761.137 15.121 4.5763 325186048 0.269998 0.980189 14.5741 19085.7 1.10516
274 Hamamatsu 4981.7427 939.326 18761.137 15.121 10.678 325189888 0.246961 0.976952 -26.1099 5980.16 1.01719
275 HighQENNVT 4853.6759 1463.5313 18761.137 15.121 16.7797 325194240 0.260787 0.961477 17.1581 20167.5 1.11506
276 Hamamatsu 4670.615 1971.1541 18761.137 15.121 22.8814 325198080 0.233091 0.963764 -26.4669 7329.18 1.0144
277 HighQENNVT 4434.6342 2456.443 18761.137 15.121 28.983 325202432 0.280627 0.967437 13.9641 18383.4 1.10552
278 Hamamatsu 4148.4071 2913.8997 18761.137 15.121 35.0847 325206272 0.242704 0.974767 -27.3359 7724.62 1.01239
279 HighQENNVT 3815.1772 3338.3404 18761.137 15.121 41.1864 325210624 0.259152 0.981941 14.6211 17047.2 1.10935
280 Hamamatsu 3438.7196 3724.9565 18761.137 15.121 47.2881 325214464 0.245819 0.975641 -25.0839 7195.71 1.01812
281 HighQENNVT 3023.2998 4069.3675 18761.137 15.121 53.3898 325218816 0.24025 0.950667 7.08209 11721.6 1.11914
282 Hamamatsu 2573.6249 4367.6708 18761.137 15.121 59.4915 325222656 0.235692 0.967624 -30.7459 7990.59 1.01209
283 HighQENNVT 2094.7898 4616.4866 18761.137 15.121 65.5932 325227008 0.240745 0.96951 11.9531 14178.3 1.10345
284 Hamamatsu 1592.22 4812.9958 18761.137 15.121 71.6949 325230848 0.25357 0.965922 -35.2089 6764.35 1.01627
285 HighQENNVT 1071.6097 4954.9718 18761.137 15.121 77.7966 325235200 0.240781 0.975408 12.4941 18795.6 1.10927
286 Hamamatsu 538.8573 5040.8061 18761.137 15.121 83.8983 325239040 0.237708 0.969335 -26.3599 7282.38 1.01858
287 HighQENNVT 0.0 5069.5259 18761.137 15.121 90.0 325243392 0.276439 0.976866 14.8951 20160.7 1.09598
288 Hamamatsu -538.8576 5040.8059 18761.1371 15.121 96.1017 325247232 0.235316 0.966275 -33.2219 6969.57 1.01411
289 HighQENNVT -1071.6093 4954.9717 18761.1371 15.121 102.2034 325251584 0.240801 0.972784 12.9591 16175.7 1.10267
290 Hamamatsu -1592.2197 4812.9956 18761.1371 15.121 108.3051 325255424 0.249138 0.973594 -28.6119 7558.88 1.0155
291 HighQENNVT -2094.7895 4616.4863 18761.1371 15.121 114.4068 325259776 0.25864 0.971753 15.3411 17473.9 1.09859
292 Hamamatsu -2573.6248 4367.6704 18761.1371 15.121 120.5085 325263616 0.23696 0.9773 -27.7999 7011.73 1.01616
293 HighQENNVT -3023.2997 4069.3671 18761.1371 15.121 126.6102 325267968 0.240464 0.956397 16.3241 19203.9 1.11108
294 Hamamatsu -3438.7191 3724.9565 18761.1371 15.121 132.7119 325271808 0.249882 0.97659 -30.7959 5463.24 1.01674
295 HighQENNVT -3815.177 3338.3401 18761.1371 15.121 138.8136 325276160 0.259574 0.968242 17.2561 6435.49 1.12147
296 Hamamatsu -4148.4072 2913.8993 18761.1371 15.121 144.9153 325280000 0.242928 0.9641 -30.5019 8528.14 1.01322
297 HighQENNVT -4434.6341 2456.4429 18761.1371 15.121 151.017 325284352 0.275156 0.98414 17.2771 16385.2 1.10933
298 Hamamatsu -4670.615 1971.1539 18761.1371 15.121 157.1186 325288192 0.236279 0.97096 -25.9869 6008.88 1.01023
299 HighQENNVT -4853.6759 1463.5309 18761.137 15.121 163.2203 325292544 0.274299 0.977429 9.90707 18725.0 1.09721
300 Hamamatsu -4981.7427 939.3256 18761.137 15.121 169.322 325296384 0.238084 0.974138 -31.6459 6912.74 1.00954
301 HighQENNVT -5053.3644 404.4772 18761.137 15.121 175.4237 325300736 0.26056 0.963376 6.59009 11552.1 1.11038
302 HighQENNVT -5567.4376 -404.338 18615.0613 16.6924 -175.8462 324014592 0.256658 0.966593 10.7361 17362.4 1.09476
303 HighQENNVT -5502.4225 -939.7858 18615.0613 16.6924 -170.3077 324018688 0.253543 0.966121 11.6651 14810.0 1.09298
304 HighQENNVT -5386.0328 -1466.4586 18615.0613 16.6924 -164.7692 324022784 0.228284 0.977687 8.25409 15743.1 1.10786
305 HighQENNVT -5219.3551 -1979.44 18615.0613 16.6924 -159.2308 324026880 0.261975 0.981131 14.6341 19675.0 1.11931
306 HighQENNVT -5003.9458 -2473.9395 18615.0613 16.6924 -153.6923 324030976 0.237991 0.986448 13.9291 19698.5 1.09488
307 HighQENNVT -4741.8158 -2945.3409 18615.0613 16.6924 -148.1538 324035072 0.230563 0.981902 13.6801 17680.0 1.10782
308 Hamamatsu -4435.413 -3389.2421 18615.0613 16.6924 -142.6154 324038912 0.242137 0.984816 -25.0749 6053.5 1.01603
309 HighQENNVT -4087.5979 -3801.4989 18615.0613 16.6924 -137.0769 324043264 0.223336 0.969611 12.0131 15611.4 1.11176
310 Hamamatsu -3701.6177 -4178.2624 18615.0613 16.6924 -131.5385 324047104 0.226199 0.959197 -29.6369 6210.97 1.01954
311 HighQENNVT -3281.0767 -4516.0144 18615.0613 16.6924 -126.0 324051456 0.260958 0.975038 3.81506 17108.3 1.09928
312 Hamamatsu -2829.9012 -4811.6016 18615.0613 16.6924 -120.4615 324055296 0.232842 0.978345 -32.4709 7174.51 1.01765
313 HighQENNVT -2352.3036 -5062.2641 18615.0613 16.6924 -114.9231 324059648 0.241053 0.958237 16.7131 14089.9 1.10612
314 Hamamatsu -1852.7432 -5265.6617 18615.0613 16.6924 -109.3846 324063488 0.217026 0.9574 -25.0259 7396.25 1.01495
315 HighQENNVT -1335.8843 -5419.8952 18615.0613 16.6924 -103.8462 324067840 0.252323 0.968312 11.8321 19582.1 1.10062
316 HighQENNVT -806.5525 -5523.5245 18615.0613 16.6924 -98.3077 324071936 0.226763 0.986472 11.7781 13106.3 1.1043
317 HighQENNVT -269.6901 -5575.5823 18615.0613 16.6924 -92.7692 324076032 0.23952 0.980254 9.47906 19231.1 1.09706
318 HighQENNVT 269.6899 -5575.5823 18615.0613 16.6924 -87.2308 324080128 0.254288 0.990092 9.17307 18578.6 1.09981
319 HighQENNVT 806.5522 -5523.5246 18615.0613 16.6924 -81.6923 324084224 0.225793 0.982387 11.3211 13127.5 1.09672
320 HighQENNVT 1335.884 -5419.8952 18615.0613 16.6924 -76.1538 324088320 0.230347 0.982417 12.0561 18420.2 1.10874
321 Hamamatsu 1852.7428 -5265.6618 18615.0613 16.6924 -70.6154 324092160 0.234817 0.966356 -28.9249 6704.94 1.01489
322 HighQENNVT 2352.303 -5062.2644 18615.0613 16.6924 -65.0769 324096512 0.224298 0.97848 13.7661 19188.9 1.10279
323 Hamamatsu 2829.9008 -4811.6018 18615.0613 16.6924 -59.5385 324100352 0.231709 0.963627 -33.5279 5874.11 1.01742
324 HighQENNVT 3281.0763 -4516.0147 18615.0613 16.6924 -54.0 324104704 0.237873 0.975883 12.9051 10656.1 1.10802
325 Hamamatsu 3701.6172 -4178.2629 18615.0613 16.6924 -48.4615 324108544 0.246317 0.971344 -29.2299 6124.01 1.01781
326 HighQENNVT 4087.5972 -3801.4996 18615.0613 16.6924 -42.9231 324112896 0.27135 0.960048 8.13809 20755.2 1.10344
327 Hamamatsu 4435.4126 -3389.2426 18615.0613 16.6924 -37.3846 324116736 0.230537 0.965561 -31.9889 7801.36 1.01366
328 HighQENNVT 4741.8156 -2945.3413 18615.0613 16.6924 -31.8462 324121088 0.253525 0.970904 8.92908 19404.5 1.10962
329 HighQENNVT 5003.9455 -2473.9401 18615.0613 16.6924 -26.3077 324125184 0.237493 0.977974 12.5021 19262.6 1.10229
330 HighQENNVT 5219.3549 -1979.4405 18615.0613 16.6924 -20.7692 324129280 0.225179 0.984699 11.1651 16671.1 1.11786
331 HighQENNVT 5386.0326 -1466.4593 18615.0613 16.6924 -15.2308 324133376 0.259766 0.977449 6.94507 14931.5 1.09891
332 HighQENNVT 5502.4224 -939.7861 18615.0613 16.6924 -9.6923 324137472 0.240203 0.981773 14.2751 12349.6 1.10369
333 HighQENNVT 5567.4375 -404.3384 18615.0613 16.6924 -4.1538 324141568 0.228501 0.968764 14.3141 18159.6 1.09765
334 Hamamatsu 5580.471 134.8839 18615.0613 16.6924 1.3846 324145408 0.235312 0.977061 -33.0609 6546.76 1.01524
335 HighQENNVT 5541.4011 672.8476 18615.0613 16.6924 6.9231 324149760 0.221877 0.978649 11.8701 15986.0 1.11396
336 Hamamatsu 5450.5927 1204.5287 18615.0613 16.6924 12.4615 324153600 0.226218 0.971108 -29.3489 7085.63 1.01664
337 HighQENNVT 5308.8936 1724.9634 18615.0613 16.6924 18.0 324157952 0.255523 0.971024 14.3081 12885.2 1.10233
338 Hamamatsu 5117.6266 2229.2928 18615.0613 16.6924 23.5385 324161792 0.226394 0.961252 -31.4679 7626.59 1.01859
339 HighQENNVT 4878.5779 2712.8078 18615.0613 16.6924 29.0769 324166144 0.240324 0.971335 12.1281 16369.1 1.10364
340 Hamamatsu 4593.9789 3170.9943 18615.0613 16.6924 34.6154 324169984 0.218387 0.97868 -27.9069 7210.07 1.01727
341 HighQENNVT 4266.4876 3599.5736 18615.0614 16.6924 40.1538 324174336 0.245148 0.981456 8.87607 15612.0 1.11155
342 HighQENNVT 3899.1611 3994.5449 18615.0614 16.6924 45.6923 324178432 0.226918 0.975279 14.6531 10771.2 1.10306
343 HighQENNVT 3495.4288 4352.2205 18615.0614 16.6924 51.2308 324182528 0.227226 0.977264 13.2551 12053.4 1.11309
344 HighQENNVT 3059.0609 4669.2603 18615.0614 16.6924 56.7692 324186624 0.289139 0.979221 11.3741 12809.3 1.12057
345 HighQENNVT 2594.1315 4942.7044 18615.0614 16.6924 62.3077 324190720 0.228105 0.969698 11.0911 16723.1 1.10793
346 HighQENNVT 2104.9814 5169.9999 18615.0614 16.6924 67.8462 324194816 0.229381 0.961189 11.5121 16868.8 1.11324
347 Hamamatsu 1596.1775 5349.0246 18615.0614 16.6924 73.3846 324198656 0.236935 0.96851 -35.1679 7115.11 1.01238
348 HighQENNVT 1072.4706 5478.1068 18615.0613 16.6924 78.9231 324203008 0.234718 0.965992 13.6831 16127.1 1.10022
349 Hamamatsu 538.7502 5556.0415 18615.0613 16.6924 84.4615 324206848 0.215115 0.974804 -26.6739 7823.59 1.01983
350 HighQENNVT 0.0 5582.1009 18615.0613 16.6924 90.0 324211200 0.246405 0.962495 9.38107 18394.4 1.12766
351 Hamamatsu -538.7504 5556.0416 18615.0613 16.6924 95.5385 324215040 0.233577 0.967941 -27.6509 8091.12 1.00675
352 HighQENNVT -1072.4707 5478.1071 18615.0613 16.6924 101.0769 324219392 0.242884 0.978863 5.33609 13550.7 1.1072
353 Hamamatsu -1596.1775 5349.0249 18615.0613 16.6924 106.6154 324223232 0.220091 0.964025 -28.5819 6357.86 1.02426
354 HighQENNVT -2104.9812 5170.0004 18615.0613 16.6924 112.1538 324227584 0.258696 0.967884 11.8091 16638.7 1.09059
355 HighQENNVT -2594.1313 4942.705 18615.0613 16.6924 117.6923 324231680 0.244534 0.966318 8.34106 18111.6 1.10263
356 HighQENNVT -3059.061 4669.2608 18615.0613 16.6924 123.2308 324235776 0.247501 0.962177 8.13907 18939.9 1.11429
357 HighQENNVT -3495.4288 4352.221 18615.0613 16.6924 128.7692 324239872 0.266131 0.98694 4.71008 18928.4 1.09473
358 HighQENNVT -3899.1607 3994.5458 18615.0613 16.6924 134.3077 324243968 0.226908 0.976492 11.9061 20172.7 1.10069
359 HighQENNVT -4266.4874 3599.5743 18615.0613 16.6924 139.8462 324248064 0.27138 0.971169 14.2481 15609.6 1.1029
360 Hamamatsu -4593.9789 3170.9948 18615.0613 16.6924 145.3846 324251904 0.239611 0.963197 -34.2219 7852.63 1.01092
361 HighQENNVT -4878.5777 2712.8085 18615.0613 16.6924 150.9231 324256256 0.226785 0.950287 9.79309 17634.2 1.10746
362 Hamamatsu -5117.6266 2229.2932 18615.0613 16.6924 156.4615 324260096 0.221694 0.961476 -35.2339 7061.42 1.01574
363 HighQENNVT -5308.8934 1724.964 18615.0613 16.6924 162.0 324264448 0.246065 0.962628 0.0800781 14595.3 1.10782
364 Hamamatsu -5450.5926 1204.5292 18615.0613 16.6924 167.5385 324268288 0.230715 0.966444 -29.2789 7058.91 1.0103
365 HighQENNVT -5541.4011 672.8478 18615.0613 16.6924 173.0769 324272640 0.235886 0.967269 11.7501 16109.6 1.11586
366 Hamamatsu -5580.471 134.8846 18615.0613 16.6924 178.6154 324276480 0.214766 0.957901 -22.6909 7510.2 1.01784
367 HighQENNVT -6073.5903 -453.2224 18454.9843 18.2638 -175.7324 322966016 0.218616 1.00594 8.69809 7890.92 1.11317
368 NNVT -6009.7675 -988.2331 18454.9843 18.2638 -170.662 322970112 0.211859 0.95315 14.0841 35827.5 1.10153
369 HighQENNVT -5741.8857 -2030.9257 18454.9843 18.2638 -160.5211 322974208 0.223372 0.970332 15.0821 31931.5 1.1025
370 Hamamatsu -5539.9233 -2530.4466 18454.9843 18.2638 -155.4507 322978048 0.21807 0.972038 -31.7609 11619.0 1.01013
371 Hamamatsu -5007.8462 -3466.3217 18454.9843 18.2638 -145.3099 322982144 0.226213 0.962859 -31.0439 12571.1 1.01043
372 NNVT -4681.8957 -3895.3514 18454.9843 18.2638 -140.2394 322986496 0.228858 0.973015 15.2411 12530.1 1.10526
373 HighQENNVT -4319.303 -4293.8947 18454.9843 18.2638 -135.169 322990592 0.210896 1.01156 15.0381 18400.0 1.10706
374 NNVT -3495.8063 -4987.3087 18454.9843 18.2638 -125.0282 322994688 0.227814 0.970478 12.8151 18535.2 1.09669
375 Hamamatsu -3041.3479 -5276.7521 18454.9843 18.2638 -119.9577 322998528 0.210181 0.964704 -28.9809 17441.4 1.01019
376 Hamamatsu -2064.7658 -5729.8039 18454.9843 18.2638 -109.8169 323002624 0.214248 0.962896 -25.0049 13702.9 1.01495
377 HighQENNVT -1550.2854 -5889.8663 18454.9843 18.2638 -104.7465 323006976 0.20865 0.961781 15.9231 46046.5 1.11409
378 NNVT -1023.6717 -6003.8326 18454.9843 18.2638 -99.6761 323011072 0.219988 1.00368 11.5561 15703.3 1.1063
379 HighQENNVT 49.4058 -6090.2766 18454.9843 18.2638 -89.5352 323015168 0.208669 0.971881 7.29709 15328.6 1.1013
380 Hamamatsu 587.4717 -6062.0778 18454.9843 18.2638 -84.4648 323019008 0.221341 0.978417 -33.8809 9854.53 1.01254
381 Hamamatsu 1645.6349 -5863.9403 18454.9843 18.2638 -74.3239 323023104 0.227515 0.97562 -28.0049 13305.5 1.01305
382 HighQENNVT 2157.451 -5695.5522 18454.9843 18.2638 -69.2535 323027456 0.213407 0.965098 9.53607 15728.3 1.10614
383 HighQENNVT 2652.382 -5482.5888 18454.9843 18.2638 -64.1831 323031552 0.22005 0.972326 7.13708 39242.2 1.10597
384 HighQENNVT 3576.2577 -4929.9382 18454.9843 18.2638 -54.0423 323035648 0.204532 0.982604 13.2811 19242.1 1.09637
385 Hamamatsu 3997.9714 -4594.5766 18454.9843 18.2638 -48.9718 323039488 0.244171 0.968413 -28.5249 16757.9 1.01189
386 HighQENNVT 4744.4753 -3818.8826 18454.9843 18.2638 -38.831 323043840 0.202085 0.965362 13.5271 19311.3 1.1039
387 Hamamatsu 5063.4225 -3384.6214 18454.9843 18.2638 -33.7606 323047680 0.240557 0.975321 -30.4539 11448.0 1.01227
388 NNVT 5342.7417 -2923.871 18454.9843 18.2638 -28.6901 323052032 0.226789 0.973003 12.1551 17778.2 1.09382
389 HighQENNVT 5774.0785 -1937.5054 18454.9843 18.2638 -18.5493 323056128 0.205673 0.95089 14.7081 14725.3 1.10486
390 Hamamatsu 5922.7205 -1419.6099 18454.9843 18.2638 -13.4789 323059968 0.237448 0.953602 -25.1689 19837.0 1.01554
391 NNVT 6080.1438 -354.6281 18454.9843 18.2638 -3.338 323064320 0.206526 0.968805 9.01508 15758.7 1.09898
392 HighQENNVT 6087.6932 184.123 18454.9843 18.2638 1.7324 323068416 0.236515 0.967493 15.0131 29211.9 1.11348
393 NNVT 6047.5982 721.4335 18454.9843 18.2638 6.8028 323072512 0.212215 0.972303 10.8791 29972.0 1.10173
394 NNVT 5826.1002 1774.9549 18454.9843 18.2638 16.9437 323076608 0.22132 0.967973 7.90109 12544.3 1.10245
395 Hamamatsu 5646.431 2282.9203 18454.9844 18.2638 22.0141 323080448 0.234389 0.971156 -28.0109 13241.8 1.01472
396 NNVT 5422.5706 2773.0192 18454.9844 18.2638 27.0845 323084800 0.228338 0.970134 13.3941 14844.0 1.09766
